customer_id,channel,roi,clv,clv_segment
162,social media,13894.9132945143,23.286797458433,Low Value
163,social media,28057.4303410588,47.0220780589021,Low Value
164,social media,23542.6042707477,39.4555795834567,Low Value
165,paid advertising,12661.7676248634,2.06912168888784,Low Value
166,paid advertising,15440.0628926541,2.52313657583235,Low Value
167,email marketing,62973.4644625388,27.5963755509259,Low Value
168,paid advertising,4064.15886472641,0.664144178225027,Low Value
169,email marketing,69987.9809092642,30.6702929830394,Low Value
170,email marketing,69797.3690492988,30.5867626180363,Low Value
171,referral,35343.3196547175,43.5235234665524,Low Value
172,paid advertising,12517.2699986426,2.04550862148174,Low Value
173,referral,28228.2144544487,34.7616286820155,Low Value
174,referral,52361.8820931983,64.481028559296,Medium Value
175,social media,44262.6181154703,74.180716438285,Medium Value
176,paid advertising,16146.1308389602,2.63851860974851,Low Value
177,email marketing,55291.8065059346,24.2301018413015,Low Value
178,social media,29471.5869988129,49.3920949827655,Low Value
179,paid advertising,4001.76216249471,0.653947626390576,Low Value
180,referral,37398.5274068221,46.0544086154642,Low Value
181,referral,46604.8966355483,57.3915900427535,Medium Value
182,paid advertising,1942.67098884844,0.317461415853685,Low Value
183,social media,40774.3650263436,68.3346746927552,Medium Value
184,paid advertising,4149.54382567506,0.678097354419539,Low Value
185,paid advertising,8487.75664925833,1.38702603722533,Low Value
186,social media,28340.2616726096,47.4960814436748,Low Value
187,referral,56075.6785575278,69.0543824248735,Medium Value
188,referral,46520.7653240587,57.2879865571255,Medium Value
189,referral,20560.2463501049,25.3189109919234,Low Value
190,email marketing,23154.6469157743,10.1468823017814,Low Value
191,social media,41214.3248754226,69.0720132912905,Medium Value
192,social media,34122.5911176485,57.1868173101385,Medium Value
193,referral,26533.5694658711,32.6747584715092,Low Value
194,email marketing,59866.4911451033,26.2348306013756,Low Value
195,email marketing,90021.2873916239,39.4493343448636,Low Value
196,paid advertising,1936.10291492932,0.316388094607953,Low Value
197,referral,21990.4786454292,27.0801702475989,Low Value
198,social media,28424.0635486247,47.6365268910148,Low Value
199,email marketing,60514.5714689856,26.5188338423861,Low Value
200,paid advertising,8740.62749514471,1.428348905186,Low Value
201,social media,17058.4341140827,28.5886130955201,Low Value
202,paid advertising,9873.62024619409,1.61349682007472,Low Value
203,paid advertising,4356.43815412755,0.711906973660088,Low Value
204,email marketing,47743.5768513062,20.9222993871794,Low Value
205,social media,35096.7879263235,58.8194956354666,Medium Value
206,referral,22314.9851326036,27.4797836921639,Low Value
207,paid advertising,4422.11889331882,0.722640186117405,Low Value
208,referral,15223.9174499033,18.7474899035207,Low Value
209,referral,12567.7717585867,15.4765798572663,Low Value
210,social media,44587.3503850286,74.7249425467277,Medium Value
211,email marketing,41853.6703783765,18.3412111085841,Low Value
212,email marketing,15148.9487972291,6.63860697165186,Low Value
213,social media,8185.91049098866,13.7189513583919,Low Value
214,referral,7183.36782324815,8.84595677707619,Low Value
215,social media,26863.2536078443,45.0207304343063,Low Value
216,paid advertising,15949.0886213864,2.60631897237656,Low Value
217,paid advertising,11699.5447957113,1.91188012638814,Low Value
218,social media,31105.7235811065,52.1307812058965,Medium Value
219,referral,7351.63044622748,9.05316374833213,Low Value
220,email marketing,68558.3919595239,30.0438152455163,Low Value
221,referral,20464.096279831,25.2005070083486,Low Value
222,referral,36701.4393973363,45.1959797345467,Low Value
223,email marketing,33447.687353904,14.657522011948,Low Value
224,email marketing,67567.210287704,29.6094573475002,Low Value
225,social media,23196.9215321856,38.876242113179,Low Value
226,referral,39634.0165406904,48.8073012335788,Low Value
227,referral,13373.0285971306,16.4682132197054,Low Value
228,referral,58455.3927968069,71.9848810183504,Medium Value
229,social media,25637.6511711241,42.966715766958,Low Value
230,paid advertising,4369.57430196581,0.714053616151552,Low Value
231,email marketing,31217.5285923092,13.6802167414119,Low Value
232,referral,36785.570708826,45.2995832201747,Low Value
233,social media,30927.6445945745,51.8323346302989,Medium Value
234,email marketing,85751.5817283997,37.5782541687945,Low Value
235,paid advertising,6658.54806278151,1.08810607028905,Low Value
236,referral,50042.2616478404,61.6245324555534,Medium Value
237,social media,32425.6031283436,54.3427970015024,Medium Value
238,referral,35715.9011770288,43.9823389029048,Low Value
239,social media,8175.43525648678,13.7013956774744,Low Value
240,referral,26497.5131895184,32.6303569776687,Low Value
241,referral,39201.3412244578,48.2744833074921,Low Value
242,email marketing,31236.5897783057,13.6885697779122,Low Value
243,paid advertising,3899.95701674824,0.637311147081734,Low Value
244,referral,49922.074059998,61.4765274760849,Medium Value
245,paid advertising,4717.68221967953,0.770939642175332,Low Value
246,email marketing,39528.2056867991,17.3221406555464,Low Value
247,social media,38962.149457518,65.2975418940266,Medium Value
248,referral,59188.5370826454,72.8877113931084,Medium Value
249,referral,41100.3051123674,50.6129619830949,Medium Value
250,email marketing,94062.2588228896,41.220178082929,Low Value
251,paid advertising,4179.10015831113,0.682927300025332,Low Value
252,paid advertising,8885.1251213655,1.4519619725921,Low Value
253,social media,38972.6246920198,65.3150975749441,Medium Value
254,referral,59921.6813684839,73.7905417678664,Medium Value
255,paid advertising,12228.2747462011,1.99828248666954,Low Value
256,paid advertising,10208.5920160696,1.66823620360704,Low Value
257,email marketing,47362.3531313755,20.7552386571732,Low Value
258,referral,50523.0119992099,62.2165523734275,Medium Value
259,email marketing,24946.3983994488,10.9320677328104,Low Value
260,referral,55570.8906885898,68.4327615111057,Medium Value
261,referral,11510.1209855738,14.1741360379432,Low Value
262,referral,32699.1927221851,40.2674139182447,Low Value
263,social media,11946.5196771643,20.0214408077768,Low Value
264,social media,15120.5157312345,25.3408121257813,Low Value
265,paid advertising,14576.3611722889,2.38199483201863,Low Value
266,email marketing,90288.1439955754,39.5662768558679,Low Value
267,paid advertising,7223.40241982641,1.18041169742198,Low Value
268,referral,59068.349494803,72.7397064136399,Medium Value
269,paid advertising,13988.5185565271,2.28593258052564,Low Value
270,email marketing,22106.2816859648,9.68746529426446,Low Value
271,email marketing,41377.1407284631,18.1323851960763,Low Value
272,referral,25331.6935874473,31.194708676824,Low Value
273,referral,39874.3917163751,49.1033111925159,Low Value
274,referral,25608.1250394848,31.5351201296016,Low Value
275,email marketing,23478.6870777155,10.2888839222867,Low Value
276,referral,27807.5578970003,34.2436112538756,Low Value
277,referral,17831.9881060829,21.9591979579878,Low Value
278,paid advertising,5049.36995259543,0.825142365084784,Low Value
279,paid advertising,12533.6901834405,2.04819192459607,Low Value
280,social media,49343.106848883,82.6952216832757,High Value
281,referral,40487.3484143713,49.8581365878054,Low Value
282,referral,13973.9665363425,17.208238117048,Low Value
283,referral,49837.9427485083,61.3729239904569,Medium Value
284,paid advertising,10326.8173466138,1.68755598603021,Low Value
285,email marketing,72256.262042852,31.6643043265761,Low Value
286,referral,28588.7772179758,35.2056436204211,Low Value
287,paid advertising,4832.62351326425,0.789722763975637,Low Value
288,paid advertising,5538.69145957038,0.905104797891796,Low Value
289,email marketing,88439.2089539113,38.756032315338,Low Value
290,referral,24971.1308239202,30.7506937384184,Low Value
291,social media,23259.7729391968,38.981576198684,Low Value
292,referral,39742.1853697485,48.9405057151005,Low Value
293,email marketing,64650.848830234,28.331442762953,Low Value
294,paid advertising,9883.47235707278,1.61510680194332,Low Value
295,email marketing,69892.6749792815,30.6285278005379,Low Value
296,referral,23685.1236340067,29.1670404581051,Low Value
297,email marketing,17493.474674803,7.6660304611898,Low Value
298,social media,7787.85157991714,13.0518354835266,Low Value
299,social media,11307.5303725495,18.9505442718089,Low Value
300,paid advertising,3131.4923682104,0.511732561331124,Low Value
301,email marketing,52299.2003044784,22.9186751107531,Low Value
302,paid advertising,14871.9244986496,2.43029428807656,Low Value
303,paid advertising,2872.05344840489,0.469336372124722,Low Value
304,referral,54188.7334284024,66.7307042472176,Medium Value
305,social media,26056.6605511993,43.6689430036583,Low Value
306,paid advertising,10310.397161816,1.68487268291588,Low Value
307,email marketing,61391.3860248263,26.9030735214003,Low Value
308,paid advertising,12954.0469142646,2.1168844843229,Low Value
309,email marketing,65394.2350840989,28.657211186465,Low Value
310,social media,7808.80204892091,13.0869468453616,Low Value
311,social media,41182.8991719169,69.019346248538,Medium Value
312,paid advertising,12313.6597071497,2.01223566286405,Low Value
313,social media,31053.3474085971,52.043002801309,Medium Value
314,referral,10103.9262078179,12.4424777781614,Low Value
315,paid advertising,11249.6317322512,1.83835762105552,Low Value
316,referral,26569.6257422238,32.7191599653498,Low Value
317,social media,47090.9314309784,78.9207502860118,Medium Value
318,email marketing,78146.1685157817,34.2453926051714,Low Value
319,social media,47824.1978461101,80.1496479502372,High Value
320,email marketing,41148.4064965047,18.0321487580726,Low Value
321,paid advertising,5824.4026750524,0.951794272081125,Low Value
322,referral,37062.0021608635,45.6399946729523,Low Value
323,social media,48641.2661372569,81.5189910618028,High Value
324,paid advertising,10395.7821227647,1.6988258591104,Low Value
325,referral,31881.917124857,39.2609800578588,Low Value
326,referral,42290.162232007,52.0782112798333,Medium Value
327,email marketing,48258.2288732127,21.1478313726877,Low Value
328,social media,26391.8680552596,44.2307247930185,Low Value
329,email marketing,73704.9121785887,32.2991351005995,Low Value
330,referral,19226.1641250545,23.6760557198227,Low Value
331,referral,26136.9504259913,32.1863420392631,Low Value
332,email marketing,62573.1795566115,27.4209617844194,Low Value
333,referral,18985.7889493697,23.3800457608857,Low Value
334,referral,51797.0004303391,63.7854051557939,Medium Value
335,email marketing,94367.2377988341,41.353826666934,Low Value
336,social media,28685.9444111717,48.0754189139525,Low Value
337,referral,5909.37939211893,7.27710399470979,Low Value
338,email marketing,15396.7442151841,6.74719644615587,Low Value
339,paid advertising,12717.596253176,2.07824491947655,Low Value
340,referral,34526.0440573893,42.5170896061664,Low Value
341,social media,36123.3609075079,60.5399523653823,Medium Value
342,email marketing,90078.4709496135,39.4743934543645,Low Value
343,referral,15284.0112438245,18.821492393255,Low Value
344,referral,9971.71986119133,12.279672300746,Low Value
345,social media,42136.1455115882,70.6169132120311,Medium Value
346,email marketing,18942.1248105398,8.30086123521325,Low Value
347,email marketing,61124.5294208748,26.7861310103959,Low Value
348,social media,24831.0581144791,41.61492833631,Low Value
349,social media,22474.1303515557,37.664900129871,Low Value
350,referral,18216.5883871785,22.4328138922871,Low Value
351,referral,14899.4109627289,18.3478764589557,Low Value
352,social media,31042.8721740952,52.0254471203915,Medium Value
353,referral,26882.113470614,33.103972911968,Low Value
354,referral,35896.1825587924,44.2043463721076,Low Value
355,referral,43323.7754874514,53.3510541032627,Medium Value
356,social media,34237.8186971692,57.379929800231,Medium Value
357,social media,11318.0056070514,18.9680999527264,Low Value
358,social media,27062.28306338,45.354288371739,Low Value
359,email marketing,61238.896536854,26.8362492293978,Low Value
360,paid advertising,7262.81086334118,1.18685162489637,Low Value
361,referral,47782.7349964037,58.8420388415451,Medium Value
362,referral,59404.8747407617,73.1541203561518,Medium Value
363,social media,43131.292789267,72.2847028991942,Medium Value
364,referral,14250.39798838,17.5486495698257,Low Value
365,referral,47121.7032632706,58.0280114544682,Medium Value
366,email marketing,43683.544234044,19.1431026126137,Low Value
367,referral,59068.349494803,72.7397064136399,Medium Value
368,email marketing,75267.9294303047,32.9840840936248,Low Value
369,social media,13444.4782109334,22.5319031789802,Low Value
370,email marketing,68005.6175656244,29.8015771870073,Low Value
371,referral,17339.2189959291,21.3523775421668,Low Value
372,email marketing,68996.7992374443,30.2359350850233,Low Value
373,referral,45643.3959328093,56.2075502070053,Medium Value
374,social media,11265.629434542,18.8803215481388,Low Value
375,social media,13172.1221138845,22.0754554751251,Low Value
376,paid advertising,12625.6432183082,2.06321842203631,Low Value
377,paid advertising,9584.62499375251,1.56627068526253,Low Value
378,referral,30631.9662112962,37.7217282713861,Low Value
379,email marketing,65908.8871060054,28.8827431719734,Low Value
380,email marketing,31732.1806142157,13.9057487269202,Low Value
381,referral,13877.8164660686,17.0898341334732,Low Value
382,social media,20211.4796991492,33.8728730516896,Low Value
383,email marketing,50869.6113547382,22.29219737323,Low Value
384,social media,17906.9281087351,30.0106232498381,Low Value
385,paid advertising,12451.5892594514,2.03477540902442,Low Value
386,referral,29033.4712929926,35.7532620444546,Low Value
387,referral,32170.3673356787,39.6161920085832,Low Value
388,email marketing,55005.8887159866,24.1048062937969,Low Value
389,paid advertising,12862.0938793968,2.10185798688265,Low Value
390,social media,22840.7635591216,38.2793489619837,Low Value
391,paid advertising,5463.15860950042,0.892761603565881,Low Value
392,referral,46256.3526308055,56.9623756022947,Medium Value
393,paid advertising,8211.897544655,1.3419465449046,Low Value
394,social media,5650.90374153322,9.47047657635526,Low Value
395,paid advertising,15594.4126297536,2.54835962510704,Low Value
396,paid advertising,3236.58155091643,0.528905701262832,Low Value
397,paid advertising,14546.8048396528,2.37716488641284,Low Value
398,paid advertising,1653.67573640686,0.27023528104149,Low Value
399,social media,8583.96940206018,14.3860672332571,Low Value
400,email marketing,35334.7447675611,15.4844726254786,Low Value
401,email marketing,39242.287896851,17.1968451080418,Low Value
402,paid advertising,12937.6267294668,2.11420118120857,Low Value
403,email marketing,81043.4687872552,35.5150541532183,Low Value
404,referral,15560.4426958619,19.1619038460326,Low Value
405,referral,45679.452209162,56.2519517008458,Medium Value
406,email marketing,94138.5035668757,41.2535902289303,Low Value
407,paid advertising,16313.6167238979,2.66588830151467,Low Value
408,paid advertising,3210.30925523992,0.524612416279905,Low Value
409,referral,31749.7107782303,39.0981745804434,Low Value
410,paid advertising,10579.6881925002,1.72887885399088,Low Value
411,paid advertising,14494.2602482998,2.36857831644698,Low Value
412,email marketing,38556.0852009757,16.8961357940307,Low Value
413,paid advertising,3180.75292260385,0.519782470674112,Low Value
414,email marketing,65546.7245720712,28.7240354784675,Low Value
415,paid advertising,6967.24753698047,1.13855216883844,Low Value
416,social media,9757.19566627096,16.3523034960179,Low Value
417,social media,10961.8476339874,18.3712068015312,Low Value
418,social media,11537.9855315909,19.336769251994,Low Value
419,email marketing,25346.683305376,11.1074814993169,Low Value
420,email marketing,27309.9854630193,11.9678442588487,Low Value
421,social media,20305.7568096661,34.0308741799471,Low Value
422,referral,39742.1853697485,48.9405057151005,Low Value
423,email marketing,17645.9641627753,7.73285475319227,Low Value
424,paid advertising,11210.2232887364,1.83191769358113,Low Value
425,paid advertising,13597.718158339,2.2220699664046,Low Value
426,referral,47662.5474085613,58.6940338620765,Medium Value
427,referral,43972.7884618003,54.1502809923927,Medium Value
428,email marketing,21248.5283161207,9.31157865175057,Low Value
429,paid advertising,15000.0019400726,2.45122405236832,Low Value
430,email marketing,45932.7641816353,20.1287609196501,Low Value
431,email marketing,27195.61834704,11.9177260398468,Low Value
432,referral,59440.9310171144,73.1985218499923,Medium Value
433,referral,33840.9748066877,41.6734612231958,Low Value
434,email marketing,16349.8035150109,7.16484827117129,Low Value
435,email marketing,77879.3119118302,34.1284500941671,Low Value
436,referral,52037.3756060239,64.081415114731,Medium Value
437,paid advertising,10648.6529686511,1.74014872707107,Low Value
438,email marketing,71226.957999039,31.2132403555594,Low Value
439,email marketing,92232.3849672221,40.4182865788994,Low Value
440,paid advertising,6691.38843237714,1.09347267651771,Low Value
441,social media,9840.99754228601,16.4927489433579,Low Value
442,social media,33724.532206577,56.5197014352732,Medium Value
443,email marketing,33638.2992138693,14.7410523769511,Low Value
444,social media,6268.94257714425,10.5062617504882,Low Value
445,paid advertising,4901.58828941508,0.80099263705582,Low Value
446,social media,8898.22643711664,14.9127376607823,Low Value
447,paid advertising,1650.3916994473,0.269698620418624,Low Value
448,email marketing,52546.9957224334,23.0272645852571,Low Value
449,referral,43636.2632158416,53.7358670498808,Medium Value
450,referral,6846.84257728949,8.43154283456431,Low Value
451,referral,31016.5664923918,38.1953442056853,Low Value
452,social media,20043.8759471191,33.5919821570095,Low Value
453,referral,44633.8201949333,54.9643083794696,Medium Value
454,referral,24562.4930252561,30.2474768082254,Low Value
455,social media,19122.0553109535,32.0470822362689,Low Value
456,social media,20976.1718177866,35.1544377586676,Low Value
457,referral,53900.2832175807,66.3754922964931,Medium Value
458,referral,39285.4725359475,48.3780867931201,Low Value
459,paid advertising,12389.1925572197,2.02457885718997,Low Value
460,paid advertising,1574.85884937734,0.257355426092709,Low Value
461,social media,23060.7434836611,38.6480182612514,Low Value
462,paid advertising,8596.12986892392,1.40473583777991,Low Value
463,email marketing,71036.3461390736,31.1297099905564,Low Value
464,referral,6101.67953266674,7.51391196185943,Low Value
465,referral,33997.2186708828,41.8658676965049,Low Value
466,social media,20881.8947072696,34.99643663041,Low Value
467,referral,11714.4398849058,14.4257445030397,Low Value
468,social media,42261.8483256108,70.8275813830412,Medium Value
469,email marketing,49916.5520549114,21.8745455482146,Low Value
470,email marketing,40805.305148567,17.8817941010671,Low Value
471,paid advertising,6389.25703209731,1.04409989921405,Low Value
472,referral,44044.9010145057,54.2390839800738,Medium Value
473,paid advertising,8537.01720365178,1.39507594656832,Low Value
474,email marketing,43207.0145841306,18.934276700106,Low Value
475,paid advertising,5348.2173159157,0.873978481765576,Low Value
476,paid advertising,7269.3789372603,1.1879249461421,Low Value
477,social media,44660.6770265418,74.8478323131502,Medium Value
478,social media,16356.5934024566,27.4123824740471,Low Value
479,referral,30680.0412464332,37.7809302631735,Low Value
480,email marketing,74791.3997803913,32.7752581811171,Low Value
481,email marketing,46409.2938315487,20.3375868321578,Low Value
482,referral,57830.4173400265,71.215255125114,Medium Value
483,paid advertising,8704.50308858951,1.42244563833448,Low Value
484,email marketing,49630.6342649633,21.7492500007099,Low Value
485,email marketing,56607.0283396956,24.8064613598228,Low Value
486,email marketing,58799.0647292973,25.7670605573583,Low Value
487,email marketing,67433.7819857283,29.5509860919981,Low Value
488,paid advertising,11794.7818675387,1.92744328445125,Low Value
489,social media,43037.0156787501,72.1267017709367,Medium Value
490,paid advertising,14714.2907245906,2.40453457817899,Low Value
491,email marketing,60228.6536790375,26.3935382948814,Low Value
492,paid advertising,6835.88605859793,1.11708574392381,Low Value
493,referral,22134.70375084,27.2577762229611,Low Value
494,social media,49615.4629459319,83.1516693871309,High Value
495,paid advertising,3039.53933334262,0.49670606389088,Low Value
496,referral,43528.0943867835,53.6026625683592,Medium Value
497,email marketing,84283.8704066664,36.9350703582708,Low Value
498,referral,19093.9577784279,23.5132502424073,Low Value
499,social media,14691.0311166574,24.6210292081635,Low Value
500,referral,45547.2458625354,56.0891462234304,Medium Value
501,referral,33059.7554857123,40.7114288566503,Low Value
502,paid advertising,4740.67047839647,0.774696266535393,Low Value
503,paid advertising,3860.54857323348,0.630871219607344,Low Value
504,social media,33148.3943089735,55.5541389848103,Medium Value
505,social media,51553.3813287801,86.3994703568696,High Value
506,paid advertising,11863.7466436895,1.93871315753143,Low Value
507,email marketing,87638.6391420568,38.4052047823251,Low Value
508,paid advertising,6901.5667977892,1.12781895638113,Low Value
509,email marketing,55177.4393899554,24.1799836222997,Low Value
510,email marketing,85599.0922404274,37.511429876792,Low Value
511,email marketing,91508.0598993537,40.1008711918877,Low Value
